sample,assembly_index,carboxylate_index,carboxylate_type,atom_indexes,atom_count,carboxylates_superimposed_len,carboxylates_superimposed_str,belonging_entity_type,belonging_entity_id,source_collection,pair_partner,pair_partner_sample,pair_partner_index
assembly_2025-11-19_13-01_625396.0,0,707,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c7fd4050>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,708,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c81e0c50>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,709,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c81eec30>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,710,formate,"52,21,31",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c819d310>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,711,formate,"33,15,31",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c82acdd0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,712,formate,"38,14,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca30d7f0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,713,formate,"46,18,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cc0a1100>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,714,formate,"23,21,40",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c7fd6120>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,715,formate,"93,27,37",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ccb4fa10>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,716,formate,"3,1,45",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca358ad0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,717,formate,"44,17,34",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8aa3c50>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,718,formate,"43,20,41",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8137920>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,719,formate,"13,11,50",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cc5b3920>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,720,formate,"89,22,42",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c82afdd0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,721,formate,"38,14,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c88dca40>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,722,formate,"53,10,51",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c80ef980>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,723,formate,"60,25,28",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca387680>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,724,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c86feed0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,725,formate,"38,14,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca327b00>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,726,formate,"58,24,27",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca385b80>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,727,formate,"38,14,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c9337290>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,728,formate,"81,12,52",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c80ec560>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,729,formate,"58,5,56",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c828e6f0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,730,formate,"54,22,29",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca8c7800>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,731,formate,"56,23,26",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca2f9df0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,732,formate,"56,23,26",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cb229730>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,733,formate,"73,2,47",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c86fdcd0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,734,formate,"48,0,46",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c82b4080>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,735,formate,"85,17,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca334260>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,736,formate,"54,22,29",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8aa12b0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,737,formate,"85,17,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c891ea20>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,738,formate,"54,22,29",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cc5b0290>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,739,formate,"56,23,26",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca51c5c0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,740,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c829fc80>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,741,formate,"48,19,33",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8abe600>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,742,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ccb4c3e0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,743,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c81e2fc0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,744,formate,"56,23,26",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdafeea0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,745,formate,"54,22,29",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cbc3b470>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,746,formate,"28,26,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c7fd56d0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,747,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cb224f50>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,748,formate,"13,11,50",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c891e7e0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,749,formate,"73,2,47",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cc5b3b00>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,750,formate,"46,18,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cb67b920>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,751,formate,"73,2,47",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c82726f0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,752,formate,"44,17,34",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca38d3a0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,753,formate,"58,5,56",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8781370>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,754,formate,"48,19,33",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca3861b0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,755,formate,"60,25,28",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ccb4f410>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,756,formate,"33,15,31",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdc965d0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,757,formate,"23,21,40",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c893c350>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,758,formate,"52,21,31",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca947980>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,759,formate,"40,15,36",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c817f380>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,760,formate,"3,1,45",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cc5b2d20>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,761,formate,"58,5,56",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cb69e810>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,762,formate,"46,18,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdcb92e0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,763,formate,"40,15,36",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c88de300>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,764,formate,"8,6,55",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdc979e0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,765,formate,"48,19,33",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c819eb40>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,766,formate,"56,23,26",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cb661250>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,767,formate,"53,10,51",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca52fb30>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,768,formate,"38,14,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8abda00>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,769,formate,"93,27,37",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cb69e840>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,770,formate,"77,7,57",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ccb4df40>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,771,formate,"54,22,29",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cb291a60>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,772,formate,"54,22,29",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c81c2cc0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,773,formate,"58,5,56",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cc5b3980>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,774,formate,"44,17,34",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdb17b30>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,775,formate,"58,5,56",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8203cb0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,776,formate,"73,2,47",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c893c7d0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,777,formate,"8,6,55",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca8a4620>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,778,formate,"50,20,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c82b4380>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,779,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cb293230>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,780,formate,"46,18,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8243e00>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,781,formate,"38,14,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca51c9b0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,782,formate,"58,24,27",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c819e780>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,783,formate,"50,20,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cb22b8c0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,784,formate,"8,6,55",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c80e2f90>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,785,formate,"58,5,56",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdbe15b0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,786,formate,"81,12,52",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c814caa0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,787,formate,"44,17,34",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cb6afdd0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,788,formate,"56,23,26",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c819dd90>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,789,formate,"40,15,36",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cbc3aae0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,790,formate,"23,21,40",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cb2266f0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,791,formate,"60,25,28",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c815b020>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,792,formate,"73,2,47",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c814ce00>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,793,formate,"50,20,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c81ee030>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,794,formate,"58,24,27",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c891deb0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,795,formate,"60,25,28",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdb148c0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,796,formate,"93,27,37",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ccc09340>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,797,formate,"54,22,29",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c825fb00>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,798,formate,"28,26,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c81ee2d0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,799,formate,"8,6,55",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cc5b1ee0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,800,formate,"77,7,57",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca359af0>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,801,formate,"50,20,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c82104a0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,802,formate,"53,10,51",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cb73b350>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,803,formate,"48,0,46",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c814ce60>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,804,formate,"54,22,29",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca8a7050>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,805,formate,"48,19,33",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdafcc80>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,806,formate,"58,5,56",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c7fd5070>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,807,formate,"46,18,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c81b19a0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,808,formate,"60,25,28",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdc6e3c0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,809,formate,"58,5,56",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca8a7020>>,Zr12_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,810,formate,"48,19,33",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca5b6e70>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,811,formate,"56,23,26",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cc5b1910>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,812,formate,"56,23,26",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c8a7ed20>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,813,formate,"54,22,29",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c81ee0f0>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,814,formate,"56,23,26",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cb225940>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,815,formate,"58,24,27",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928ca4e3830>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,816,formate,"46,18,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928c829ce60>>,Zr6_AA,,MC_free_carboxylates,,,
assembly_2025-11-19_13-01_625396.0,0,817,formate,"3,1,45",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x7928cdafeff0>>,Zr12_AA,,MC_free_carboxylates,,,
