sample,assembly_index,carboxylate_index,carboxylate_type,atom_indexes,atom_count,carboxylates_superimposed_len,carboxylates_superimposed_str,belonging_entity_type,belonging_entity_id,source_collection,pair_partner,pair_partner_sample,pair_partner_index
assembly_2025-11-17_20-59-17_entity_number_600,0,11,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d52780>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,12,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2b8c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,13,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414cd1d30>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,14,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d51340>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,15,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414caad50>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,16,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414e61fa0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,17,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414ca9070>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,18,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414e63f50>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,19,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d53b00>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,20,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d50800>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,21,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2ba40>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,22,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2af00>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,23,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d28860>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,24,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414cabda0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,25,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2a0c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,26,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d28380>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,27,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414ceb0e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,28,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d28aa0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,29,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414ca9f70>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,30,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d08e60>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,31,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d50980>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,32,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2b800>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,33,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2b5c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,34,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d28fe0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,35,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d0a5a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,36,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414e61220>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,37,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d09fa0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,38,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d52a20>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,39,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d0afc0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,40,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d0ae40>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,41,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414cd1100>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,42,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2aba0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,43,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d29a00>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,44,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414c86bd0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,45,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d51820>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,46,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d29d60>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,47,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d281a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,48,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d50da0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,49,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414ceb440>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,50,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414cd3650>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,51,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d28c80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,52,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414ce9760>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,53,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d50ce0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,54,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414c840e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,55,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414de8050>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,56,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414cea840>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,57,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d29940>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,58,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414ceb1a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,59,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d296a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,60,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d293a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,61,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414e49a90>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,62,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d53860>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,63,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d0b680>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,64,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d50a40>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,65,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414ca9df0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,66,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414e60920>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,67,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d28260>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,68,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2bc80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,69,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414e4a2a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,70,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2aa80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,71,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d29220>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,72,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d28bc0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,73,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414ca8da0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,74,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414c874a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,75,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d515e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,76,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2bec0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,77,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2ad80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,78,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414cd1bb0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,79,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414ca8f80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,80,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414cd0290>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,81,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d50740>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,82,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414c851c0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,83,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d528a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,84,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414de98b0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,85,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2bb60>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,86,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414c87a40>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,87,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2b380>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,88,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d29ca0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,89,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d0aae0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,90,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d29460>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,91,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414e1a480>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,92,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d53980>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,93,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414cabe90>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,94,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2b680>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,95,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414ce95e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,96,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414cd3470>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,97,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2ac60>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,98,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414e2ca40>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,99,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d2b140>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,100,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414e2cb30>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,101,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d29160>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,102,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414cd3dd0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,103,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d51160>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,104,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d51220>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,105,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d537a0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,106,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414caa150>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,107,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414cd3290>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,108,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d295e0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,109,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d28980>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,110,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d29b20>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,111,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414caa240>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,112,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d09b80>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,113,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d28740>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,114,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d51460>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,115,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d28500>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,116,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414cea000>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,117,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d50fe0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,118,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414cd30b0>>,BDC,,Linker_free_carboxylates,,,
assembly_2025-11-17_20-59-17_entity_number_600,0,119,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d51b20>>,BDC,,Linker_free_carboxylates,,,
