sample,assembly_index,carboxylate_index,carboxylate_type,atom_indexes,atom_count,carboxylates_superimposed_len,carboxylates_superimposed_str,belonging_entity_type,belonging_entity_id,source_collection,pair_partner,pair_partner_sample,pair_partner_index
assembly_2025-11-17_20-30-25_entity_number_400,0,420,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d0a780>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,420.0
assembly_2025-11-17_20-30-25_entity_number_400,0,421,formate,"56,23,26",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e42c90>>,Zr6_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,421.0
assembly_2025-11-17_20-30-25_entity_number_400,0,421,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e422d0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,421.0
assembly_2025-11-17_20-30-25_entity_number_400,0,422,formate,"85,17,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134ee900>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,422.0
assembly_2025-11-17_20-30-25_entity_number_400,0,422,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e41eb0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,422.0
assembly_2025-11-17_20-30-25_entity_number_400,0,423,formate,"23,21,40",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e41820>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,423.0
assembly_2025-11-17_20-30-25_entity_number_400,0,423,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134be180>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,423.0
assembly_2025-11-17_20-30-25_entity_number_400,0,424,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414fc9310>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,424.0
assembly_2025-11-17_20-30-25_entity_number_400,0,424,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41180b770>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,424.0
assembly_2025-11-17_20-30-25_entity_number_400,0,425,formate,"73,2,47",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413eab1d0>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,425.0
assembly_2025-11-17_20-30-25_entity_number_400,0,425,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414fcb3e0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,425.0
assembly_2025-11-17_20-30-25_entity_number_400,0,426,formate,"53,10,51",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134bda00>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,426.0
assembly_2025-11-17_20-30-25_entity_number_400,0,426,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b415267a10>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,426.0
assembly_2025-11-17_20-30-25_entity_number_400,0,427,formate,"48,0,46",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134ee180>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,427.0
assembly_2025-11-17_20-30-25_entity_number_400,0,427,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414fc86b0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,427.0
assembly_2025-11-17_20-30-25_entity_number_400,0,428,formate,"81,12,52",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413ea8920>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,428.0
assembly_2025-11-17_20-30-25_entity_number_400,0,428,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413eab500>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,428.0
assembly_2025-11-17_20-30-25_entity_number_400,0,429,formate,"81,12,52",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134be9f0>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,429.0
assembly_2025-11-17_20-30-25_entity_number_400,0,429,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41180b1a0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,429.0
assembly_2025-11-17_20-30-25_entity_number_400,0,430,formate,"44,17,34",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134bc1d0>>,Zr6_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,430.0
assembly_2025-11-17_20-30-25_entity_number_400,0,430,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41432b9b0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,430.0
assembly_2025-11-17_20-30-25_entity_number_400,0,431,formate,"3,1,45",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41180bb90>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,431.0
assembly_2025-11-17_20-30-25_entity_number_400,0,431,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414fc96a0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,431.0
assembly_2025-11-17_20-30-25_entity_number_400,0,432,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41432a870>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,432.0
assembly_2025-11-17_20-30-25_entity_number_400,0,432,formate,"58,5,56",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413eab050>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,432.0
assembly_2025-11-17_20-30-25_entity_number_400,0,433,formate,"85,17,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b411ddf0b0>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,433.0
assembly_2025-11-17_20-30-25_entity_number_400,0,433,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4136be090>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,433.0
assembly_2025-11-17_20-30-25_entity_number_400,0,434,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d08590>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,434.0
assembly_2025-11-17_20-30-25_entity_number_400,0,434,formate,"28,26,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4136be0f0>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,434.0
assembly_2025-11-17_20-30-25_entity_number_400,0,435,formate,"52,21,31",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d09280>>,Zr6_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,435.0
assembly_2025-11-17_20-30-25_entity_number_400,0,435,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413ea9070>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,435.0
assembly_2025-11-17_20-30-25_entity_number_400,0,436,formate,"81,12,52",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413ea9df0>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,436.0
assembly_2025-11-17_20-30-25_entity_number_400,0,436,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4136becf0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,436.0
assembly_2025-11-17_20-30-25_entity_number_400,0,437,formate,"44,17,34",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d08110>>,Zr6_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,437.0
assembly_2025-11-17_20-30-25_entity_number_400,0,437,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134bc710>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,437.0
assembly_2025-11-17_20-30-25_entity_number_400,0,438,formate,"85,17,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e41010>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,438.0
assembly_2025-11-17_20-30-25_entity_number_400,0,438,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134ef5c0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,438.0
assembly_2025-11-17_20-30-25_entity_number_400,0,439,formate,"89,22,42",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134bcce0>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,439.0
assembly_2025-11-17_20-30-25_entity_number_400,0,439,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4136bd190>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,439.0
assembly_2025-11-17_20-30-25_entity_number_400,0,440,formate,"33,15,31",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e40fb0>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,440.0
assembly_2025-11-17_20-30-25_entity_number_400,0,440,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e41f70>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,440.0
assembly_2025-11-17_20-30-25_entity_number_400,0,441,formate,"42,16,37",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d08980>>,Zr6_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,441.0
assembly_2025-11-17_20-30-25_entity_number_400,0,441,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4136be300>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,441.0
assembly_2025-11-17_20-30-25_entity_number_400,0,442,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e58410>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,442.0
assembly_2025-11-17_20-30-25_entity_number_400,0,442,formate,"48,19,33",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e42ff0>>,Zr6_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,442.0
assembly_2025-11-17_20-30-25_entity_number_400,0,443,formate,"58,24,27",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134ef740>>,Zr6_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,443.0
assembly_2025-11-17_20-30-25_entity_number_400,0,443,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413eab5f0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,443.0
assembly_2025-11-17_20-30-25_entity_number_400,0,444,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4142440b0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,444.0
assembly_2025-11-17_20-30-25_entity_number_400,0,444,formate,"43,20,41",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41432b200>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,444.0
assembly_2025-11-17_20-30-25_entity_number_400,0,445,formate,"53,10,51",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e411f0>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,445.0
assembly_2025-11-17_20-30-25_entity_number_400,0,445,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e405c0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,445.0
assembly_2025-11-17_20-30-25_entity_number_400,0,446,formate,"33,15,31",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413497770>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,446.0
assembly_2025-11-17_20-30-25_entity_number_400,0,446,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41180b2c0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,446.0
assembly_2025-11-17_20-30-25_entity_number_400,0,447,formate,"8,6,55",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413ea9f70>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,447.0
assembly_2025-11-17_20-30-25_entity_number_400,0,447,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b411ddd970>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,447.0
assembly_2025-11-17_20-30-25_entity_number_400,0,448,formate,"93,27,37",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41432aa50>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,448.0
assembly_2025-11-17_20-30-25_entity_number_400,0,448,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414fca840>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,448.0
assembly_2025-11-17_20-30-25_entity_number_400,0,449,formate,"38,14,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413ea9430>>,Zr6_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,449.0
assembly_2025-11-17_20-30-25_entity_number_400,0,449,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41432ba10>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,449.0
assembly_2025-11-17_20-30-25_entity_number_400,0,450,formate,"8,6,55",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e41430>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,450.0
assembly_2025-11-17_20-30-25_entity_number_400,0,450,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e421e0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,450.0
assembly_2025-11-17_20-30-25_entity_number_400,0,451,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d0ac60>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,451.0
assembly_2025-11-17_20-30-25_entity_number_400,0,451,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41432bdd0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,451.0
assembly_2025-11-17_20-30-25_entity_number_400,0,452,formate,"81,12,52",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413313830>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,452.0
assembly_2025-11-17_20-30-25_entity_number_400,0,452,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b411dddb50>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,452.0
assembly_2025-11-17_20-30-25_entity_number_400,0,453,formate,"38,14,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b410e402c0>>,Zr6_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,453.0
assembly_2025-11-17_20-30-25_entity_number_400,0,453,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414fc87a0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,453.0
assembly_2025-11-17_20-30-25_entity_number_400,0,454,formate,"42,16,37",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414fc90d0>>,Zr6_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,454.0
assembly_2025-11-17_20-30-25_entity_number_400,0,454,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b411809220>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,454.0
assembly_2025-11-17_20-30-25_entity_number_400,0,455,formate,"85,17,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d0ad20>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,455.0
assembly_2025-11-17_20-30-25_entity_number_400,0,455,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b411808da0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,455.0
assembly_2025-11-17_20-30-25_entity_number_400,0,456,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41432b7d0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,456.0
assembly_2025-11-17_20-30-25_entity_number_400,0,456,formate,"93,27,37",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413ea9a90>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,456.0
assembly_2025-11-17_20-30-25_entity_number_400,0,457,formate,"18,16,30",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b411ddf110>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,457.0
assembly_2025-11-17_20-30-25_entity_number_400,0,457,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41180aae0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,457.0
assembly_2025-11-17_20-30-25_entity_number_400,0,458,formate,"38,25,36",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4136bc7d0>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,458.0
assembly_2025-11-17_20-30-25_entity_number_400,0,458,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4145dce00>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,458.0
assembly_2025-11-17_20-30-25_entity_number_400,0,459,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d08620>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,459.0
assembly_2025-11-17_20-30-25_entity_number_400,0,459,formate,"13,11,50",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41e461b50>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,459.0
assembly_2025-11-17_20-30-25_entity_number_400,0,460,formate,"28,26,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134ee0f0>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,460.0
assembly_2025-11-17_20-30-25_entity_number_400,0,460,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414fc9970>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,460.0
assembly_2025-11-17_20-30-25_entity_number_400,0,461,formate,"33,15,31",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134ee870>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,461.0
assembly_2025-11-17_20-30-25_entity_number_400,0,461,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134ee4e0>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,461.0
assembly_2025-11-17_20-30-25_entity_number_400,0,462,formate,"77,7,57",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41432aed0>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,462.0
assembly_2025-11-17_20-30-25_entity_number_400,0,462,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b411dded80>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,462.0
assembly_2025-11-17_20-30-25_entity_number_400,0,463,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134ee540>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,463.0
assembly_2025-11-17_20-30-25_entity_number_400,0,463,formate,"3,1,45",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134ec770>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,463.0
assembly_2025-11-17_20-30-25_entity_number_400,0,464,formate,"8,6,55",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134bf7a0>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,464.0
assembly_2025-11-17_20-30-25_entity_number_400,0,464,benzoate,"0,8,9",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b4134ed610>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,464.0
assembly_2025-11-17_20-30-25_entity_number_400,0,465,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b41180ad20>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,465.0
assembly_2025-11-17_20-30-25_entity_number_400,0,465,formate,"38,14,35",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b414d0b8c0>>,Zr6_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,465.0
assembly_2025-11-17_20-30-25_entity_number_400,0,466,benzoate,"5,10,11",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413313b60>>,BDC,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,466.0
assembly_2025-11-17_20-30-25_entity_number_400,0,466,formate,"85,17,32",3,,<bound method Carboxylate.carboxylates_superimposed of <UiO66_Assembly_Large_Correction_conc.Carboxylate object at 0x70b413494980>>,Zr12_AA,,linked_pair,True,assembly_2025-11-17_20-30-25_entity_number_400,466.0
